ID,English,category,Japanese,Chinese,Example_English short,Example_English,Example_Japanese,Example_Chinese,Importance,mistake time,Frequncy in test
0571,product,名?,製品；産物；結果,?品；?物,industrial products,This company sells many useful products.,この会社は多くの便利な製品を売っている。,?家公司?售?多有用的?品。,B,0,B
0572,puppy,名?,子犬,小狗,cute puppy,The puppy is sleeping under the table.,子犬はテーブルの下で寝ている。,小狗正在?子下面睡?。,B,0,B
0573,receipt,名?,レシート；領収書,收据；小票,have a receipt,"May I have a receipt, please?",レシートをいただけますか。,可以?我收据?？,B,0,B
0574,recipe,名?,調理法；レシピ,食?；做法,favorite recipe,This is my favorite recipe for curry.,これは私のお気に入りのカレーのレシピだ。,?是我最喜?的??食?。,B,0,B
0575,resort,名?,リゾート；保養地,度假地,ski resort,We stayed at a ski resort in winter.,私たちは冬にスキーリゾートに泊まった。,我?冬天住在一个滑雪度假村。,B,0,B
0576,role,名?,役；役割,角色；作用,play a role,He played the role of a king.,彼は王様の役を演じた。,他扮演了国王的角色。,B,0,B
0577,row,名?,列,排；列,first row,We sat in the first row.,私たちは一列目に座った。,我?坐在第一排。,B,0,B
0578,rug,名?,敷物；ラグ,地毯；小毯子,lay a rug,There is a blue rug on the floor.,床に青いラグがある。,地板上有一??色地毯。,B,0,B
0579,sailor,名?,船乗り,水手；船?,brave sailor,The sailor worked on a large ship.,その船乗りは大きな船で働いていた。,那名水手在一艘大船上工作。,B,0,B
0580,sense,名?,感覚；意味,感?；意?,sense of smell,Dogs have a good sense of smell.,犬は優れた嗅覚を持っている。,狗有很好的嗅?。,B,0,B
0581,shortage,名?,不足；欠乏,短缺；不足,shortage of water,There is a shortage of water in the village.,その村では水が不足している。,那个村子缺水。,B,0,B
0582,signal,名?,信号；合図,信号；暗号,traffic signal,The traffic signal turned red.,交通信号が赤になった。,交通信号??了。,B,0,B
0583,silence,名?,静寂；沈黙,安静；?默,keep silence,The teacher asked for silence.,先生は静かにするよう求めた。,老?要求大家安静。,B,0,B
0584,site,名?,用地；場所；ウェブサイト,地点；?地；网站,camping site,This is a good site for camping.,ここはキャンプに良い場所だ。,?里是?合露?的地点。,B,0,B
0585,skin,名?,皮；肌,皮?；外皮,protect skin,Use cream to protect your skin.,肌を守るためにクリームを使いなさい。,使用乳霜保??的皮?。,B,0,B
0586,soil,名?,土壌,土壤,rich soil,Rich soil helps plants grow.,肥えた土は植物の成長を助ける。,肥沃的土壤有助于植物生?。,B,0,B
0587,soldier,名?,兵士；軍人,士兵；?人,train soldiers,The soldier trained hard every day.,その兵士は毎日一生懸命訓練した。,那名士兵?天努力??。,B,0,B
0588,spirit,名?,気分；精神；霊,精神；心情,in good spirits,She was in good spirits after the game.,試合の後、彼女は上機嫌だった。,比?后?心情很好。,B,0,B
0589,spray,名?,スプレー,??,insect spray,I used insect spray in the room.,私は部屋で防虫スプレーを使った。,我在房?里用了?虫??。,B,0,B
0590,state,名?,州；状態；国家,州；状?；国家,state of Texas,Texas is a large state in the U.S.,テキサスはアメリカの大きな州だ。,德克?斯是美国的一个大州。,B,0,B
0591,suggestion,名?,提案；暗示,建?；提?,accept a suggestion,Thank you for your helpful suggestion.,役に立つ提案をありがとう。,???有用的建?。,B,0,B
0592,sunrise,名?,日の出,日出,before sunrise,We left home before sunrise.,私たちは日の出前に家を出た。,我?在日出前??了家。,B,0,B
0593,technique,名?,技術；技巧,技?；技巧,new technique,He learned a new technique in class.,彼は授業で新しい技術を学んだ。,他在?上学到了一?新技?。,B,0,B
0594,track,名?,線路；走路；跡,?道；?道；足迹,railroad track,The train runs on this track.,電車はこの線路を走る。,列?在?条?道上行?。,B,0,B
0595,voyage,名?,船旅；航海,航海；海上旅行,long voyage,They went on a long voyage.,彼らは長い船旅に出た。,他??始了一次漫?的航海。,B,0,B
0596,wallet,名?,財布,?包,thick wallet,He lost his wallet on the train.,彼は電車で財布をなくした。,他在??上?了?包。,B,0,B
0597,weight,名?,重さ；体重,重量；体重,lose weight,What is your weight?,あなたの体重はどのくらいですか。,?的体重是多少？,B,0,B
0598,adventure,名?,冒険,冒?,exciting adventure,The children had an exciting adventure.,子どもたちはわくわくする冒険をした。,孩子???了一次刺激的冒?。,B,0,B
0599,amateur,名?,アマチュア；素人,?余?好者；外行,amateur photographer,He is an amateur photographer.,彼はアマチュアの写真家だ。,他是一名?余?影?。,B,0,B
0600,ancestor,名?,祖先,祖先,roots of ancestors,I want to learn about my ancestors.,私は自分の祖先について学びたい。,我想了解自己的祖先。,B,0,B
0601,aquarium,名?,水族館；水槽,水族?；水槽,visit an aquarium,We visited an aquarium in Osaka.,私たちは大阪の水族館を訪れた。,我?参?了大阪的一家水族?。,B,0,B
0602,argument,名?,口論；議論；主張,争?；?点,have an argument,I had an argument with my brother.,私は兄と口論した。,我和哥哥?了一架。,B,0,B
0603,assistant,名?,助手；補佐,助手；助理,assistant driver,She works as an assistant in the office.,彼女はオフィスで助手として働いている。,?在?公室做助理。,B,0,B
0604,atmosphere,名?,雰囲気；大気,气氛；大气,friendly atmosphere,The cafe has a friendly atmosphere.,そのカフェには友好的な雰囲気がある。,那家???气氛很友好。,B,0,B
0605,attendant,名?,係員；付き添い人,服??；随?,flight attendant,A flight attendant helped the passenger.,客室乗務員が乗客を助けた。,一名空乘?助了乘客。,B,0,B
0606,butterfly,名?,チョウ,蝴蝶,rare butterfly,A butterfly flew over the flowers.,チョウが花の上を飛んでいた。,一只蝴蝶??花?。,B,0,B
0607,calcium,名?,カルシウム,?,lack of calcium,Milk contains a lot of calcium.,牛乳にはたくさんのカルシウムが含まれている。,牛?含有很多?。,B,0,B
0608,cattle,名?,牛；畜牛,牛；家牛,feed cattle,The farmer feeds the cattle every morning.,農家は毎朝牛にえさを与える。,?夫?天早上?牛。,B,0,B
0609,celebration,名?,祝賀；祝い,?祝；?典,wedding celebration,The celebration lasted all night.,その祝賀会は一晩中続いた。,?祝活?持?了一整?。,B,0,B
0610,charge,名?,料金；請求,?用；收?,service charge,There is a small service charge.,少額のサービス料がかかる。,需要支付少量服??。,B,0,B
0611,chemistry,名?,化学,化学,major in chemistry,She decided to major in chemistry.,彼女は化学を専攻することに決めた。,?决定主修化学。,B,0,B
0612,childhood,名?,子どものころ；幼少期,童年；幼年?期,in my childhood,I spent my childhood in Kyoto.,私は子どものころを京都で過ごした。,我的童年是在京都度?的。,B,0,B
0613,citizen,名?,市民；国民,市民；公民,citizens of Tokyo,The citizens cleaned the park.,市民たちは公園を掃除した。,市民?打?了公?。,B,0,B
0614,clinic,名?,クリニック；診療所,?所；??,dental clinic,I went to a dental clinic yesterday.,私は昨日歯科クリニックに行った。,我昨天去了牙科?所。,B,0,B
0615,conversation,名?,会話；話すこと,会?；??,telephone conversation,We had a long telephone conversation.,私たちは長い電話での会話をした。,我??行了一次很?的??交?。,B,0,B
0616,corporation,名?,大企業；株式会社,公司；企?,international corporation,He works for an international corporation.,彼は国際企業で働いている。,他在一家国?企?工作。,B,0,B
0617,courage,名?,勇気,勇气,have the courage to,She had the courage to tell the truth.,彼女には真実を話す勇気があった。,?有?出真相的勇气。,B,0,B
0618,crime,名?,犯罪,犯罪,commit a crime,The police are trying to stop crime.,警察は犯罪を防ごうとしている。,警察正在努力阻止犯罪。,B,0,B
0619,crocodile,名?,ワニ；クロコダイル,??,crocodile leather,We saw a crocodile at the zoo.,私たちは動物園でワニを見た。,我?在?物?看到了??。,B,0,B
0620,crowd,名?,群衆；人だかり,人群,crowd of people,A large crowd gathered in the square.,大勢の群衆が広場に集まった。,一大群人聚集在广?上。,B,0,B
0621,danger,名?,危険,危?,be in danger,The hikers were in danger.,ハイカーたちは危険な状態にあった。,徒?者??于危?之中。,B,0,B
0622,data,名?,データ；資料,数据；?料,latest data,The latest data shows a change.,最新のデータは変化を示している。,最新数据?示出?化。,B,0,B
0623,death,名?,死,死亡,face death,The story is about life and death.,その物語は生と死についてのものだ。,?个故事?述生与死。,B,0,B
0624,decision,名?,決定,决定,make a decision,We made a decision after the meeting.,私たちは会議の後で決定をした。,我?在会?后做出了决定。,B,0,B
0625,diet,名?,ダイエット；日常の食事,?食；?肥,be on a diet,A healthy diet is important.,健康的な食事は大切だ。,健康的?食很重要。,B,0,B
0626,edge,名?,縁；へり；刃,??；刀刃,edge of a table,Put the cup near the edge of the table.,カップをテーブルの端の近くに置きなさい。,把杯子放在??附近。,B,0,B
0627,electricity,名?,電気,?,shortage of electricity,The storm caused a shortage of electricity.,嵐で電気不足が起きた。,暴?雨?致了?力不足。,B,0,B
0628,emergency,名?,緊急事態,?急情况,in an emergency,Call this number in an emergency.,緊急時にはこの番号に電話してください。,?急情况下??打?个号?。,B,0,B
0629,emotion,名?,感情,感情,control emotions,He tried to control his emotions.,彼は感情を抑えようとした。,他??控制自己的情?。,B,0,B
0630,euro,名?,ユーロ,欧元,exchange euros,I exchanged yen for euros.,私は円をユーロに両替した。,我把日元?成了欧元。,B,0,B
0631,examination,名?,試験；検査,考?；??,study for an examination,She studied hard for the examination.,彼女は試験のために一生懸命勉強した。,??了考?努力学?。,B,0,B
0632,explanation,名?,説明,?明；解?,ask for an explanation,Please give me a clear explanation.,わかりやすい説明をしてください。,??我清楚的解?。,B,0,B
0633,excellent,形容?,優れた,?秀的；?好的,excellent service,The hotel gave us excellent service.,そのホテルは素晴らしいサービスを提供してくれた。,那家酒店?我?提供了?好的服?。,B,0,B
0634,formal,形容?,正式の；格式ばった,正式的,formal clothes,He wore formal clothes to the party.,彼はパーティーに正式な服を着て行った。,他穿正装去参加派?。,B,0,B
0635,healthy,形容?,健康な,健康的,healthy food,Vegetables are healthy food.,野菜は体に良い食べ物だ。,蔬菜是健康食物。,B,0,B
0636,human,形容?,人間の；人間的な,人的；人?的,human body,The human body needs water.,人間の体には水が必要だ。,人体需要水。,B,0,B
0637,modern,形容?,現代の；近代の,?代的,modern times,Tokyo has many modern buildings.,東京には多くの現代的な建物がある。,?京有?多?代建筑。,B,0,B
0638,simple,形容?,簡単な；単純な,??的；??的,simple question,This is a simple question.,これは簡単な質問だ。,?是一个??的??。,B,0,B
0639,thin,形容?,薄い；細い；やせた,薄的；?的；?的,thin book,She bought a thin notebook.,彼女は薄いノートを買った。,??了一本薄??本。,B,0,B
0640,traditional,形容?,伝統的な,??的,traditional way,They live in a traditional house.,彼らは伝統的な家に住んでいる。,他?住在??房屋里。,B,0,B
0641,usual,形容?,いつもの；普通の,通常的；平常的,as usual,He came home at the usual time.,彼はいつもの時間に帰宅した。,他在平常的??回家。,B,0,B
0642,central,形容?,中心の,中央的；中心的,central area,The hotel is in a central area.,そのホテルは中心部にある。,那家酒店位于市中心区域。,B,0,B
0643,confident,形容?,確信して；自信のある,?信的；有自信的,be confident of,I am confident of my success.,私は自分の成功を確信している。,我?信自己会成功。,B,0,B
0644,direct,形容?,直接の；真っすぐな,直接的；?直的,direct sunlight,Direct sunlight can be strong.,直射日光は強いことがある。,直射?光可能很?。,B,0,B
0645,double,形容?,2人用の；2倍の,双人的；?倍的,double room,We booked a double room.,私たちはダブルルームを予約した。,我???了一个双人房。,B,0,B
0646,enjoyable,形容?,楽しい,愉快的；有趣的,enjoyable event,The school trip was very enjoyable.,修学旅行はとても楽しかった。,学校旅行非常愉快。,B,0,B
0647,fantastic,形容?,素晴らしい；空想的な,?好的；奇妙的,fantastic idea,That is a fantastic idea.,それは素晴らしい考えだ。,那是一个很棒的想法。,B,0,B
0648,foreign,形容?,外国の,外国的,foreign language,I want to learn a foreign language.,私は外国語を学びたい。,我想学?一?外?。,B,0,B
0649,frightened,形容?,おびえた；ぎょっとした,害怕的；受?的,be frightened of/by,The child was frightened by the loud noise.,その子どもは大きな音におびえた。,那个孩子被巨大的声音?到了。,B,0,B
0650,gentle,形容?,優しい；穏やかな,温柔的；平和的,be gentle with,Please be gentle with small children.,小さな子どもには優しくしてください。,??小孩子温柔一些。,B,0,B
0651,global,形容?,地球全体の；球形の,全球的；地球?模的,global warming,Global warming is a serious problem.,地球温暖化は深刻な問題です。,全球?暖是一个?重的??。,B,0,B
0652,harmful,形容?,有害な,有害的,be harmful to,Smoking is harmful to your health.,喫煙は健康に有害です。,吸烟有害健康。,B,0,B
0653,huge,形容?,巨大な,巨大的,a huge dinosaur,We saw a huge dinosaur model at the museum.,私たちは博物館で巨大な恐竜の模型を見ました。,我?在博物?看到了巨大的恐?模型。,B,0,B
0654,ideal,形容?,理想的な,理想的,an ideal place,This town is an ideal place to live.,この町は住むのに理想的な場所です。,?个城市是理想的居住地。,B,0,B
0655,male,形容?,雄の；男性の,雄性的；男性的,a male lion,A male lion has a large mane.,雄ライオンには大きなたてがみがあります。,雄?有很大的?毛。,B,0,B
0656,original,形容?,独創的な；元の,原?的；原来的,an original idea,She had an original idea for the project.,彼女はそのプロジェクトに独創的な考えを持っていました。,???个?目有一个原?想法。,B,0,B
0657,outdoor,形容?,野外の；屋外の,?外的,outdoor activities,We enjoy outdoor activities in spring.,私たちは春に野外活動を楽しみます。,我?春天喜??外活?。,B,0,B
0658,particular,形容?,特定の；特別の,特定的；特?的,a particular problem,I have no particular plan for Sunday.,日曜日には特に決まった予定はありません。,我星期天没有特?的??。,B,0,B
0659,perfect,形容?,完全な；完璧な,完美的；完全的,in perfect condition,The car is in perfect condition.,その車は完全な状態です。,那??状?完美。,B,0,B
0660,plain,形容?,明らかな；簡素な,明?的；朴素的,plain English,Please explain it in plain English.,それを分かりやすい英語で説明してください。,?用??明了的英?解?。,B,0,B
0661,regular,形容?,通常の；規則正しい,通常的；有?律的,regular business hours,The shop has regular business hours.,その店には通常の営業時間があります。,那家店有固定????。,B,0,B
0662,secondhand,形容?,中古の,二手的,secondhand bicycle,He bought a secondhand bicycle.,彼は中古の自転車を買いました。,他?了一?二手自行?。,B,0,B
0663,serious,形容?,重大な；重要な；真剣な,?重的；?真的,a serious illness,This is a serious illness.,これは重い病気です。,?是一?重病。,B,0,B
0664,silly,形容?,愚かな；ばかげた,愚蠢的；无聊的,a silly joke,It was only a silly joke.,それはただのくだらない冗談でした。,那只是一个无聊的玩笑。,B,0,B
0665,single,形容?,単一の；独身の,?一的；独身的,the single life,He lives a single life in Tokyo.,彼は東京で独身生活をしています。,他在?京?着?身生活。,B,0,B
0666,smart,形容?,利口な；頭の良い,?明的；机?的,a smart solution,That was a smart solution.,それは賢い解決法でした。,那是一个?明的解决?法。,B,0,B
0667,spare,形容?,予備の；余分の,?用的；多余的,a spare tire,Do you have a spare tire?,予備のタイヤはありますか。,?有?用?胎?？,B,0,B
0668,square,形容?,平方の；正方形の,平方的；正方形的,square meters,The room is about twenty square meters.,その部屋は約20平方メートルです。,?个房?大?20平方米。,B,0,B
0669,suitable,形容?,ふさわしい；適した,合?的,be suitable for,This book is suitable for beginners.,この本は初心者に適しています。,?本??合初学者。,B,0,B
0670,tiny,形容?,ちっぽけな,很小的；微小的,a tiny bird,A tiny bird sat on the branch.,小さな鳥が枝にとまりました。,一只小?停在?枝上。,B,0,B
0671,tough,形容?,困難な；頑丈な,困?的；?固的,a tough match,It was a tough match.,それは厳しい試合でした。,那是一???的比?。,B,0,B
0672,whole,形容?,全体の,整个的；全部的,the whole class,The whole class laughed.,クラス全体が笑いました。,全班都笑了。,B,0,B
0673,absent,形容?,欠席の；不在の,缺席的；不在的,be absent from,He was absent from school yesterday.,彼は昨日学校を休みました。,他昨天没去学校。,B,0,B
0674,alike,形容?,似ている；同様で,相似的；一?的,very alike,The two pictures are very alike.,その2枚の絵はとても似ています。,????很相似。,B,0,B
0675,allergic,形容?,アレルギー体質の,?敏的；有?敏症的,be allergic to,She is allergic to cats.,彼女は猫にアレルギーがあります。,??猫?敏。,B,0,B
0676,available,形容?,入手できる；利用可能な,可?得的；可利用的,be available online,This ticket is available online.,このチケットはオンラインで入手できます。,??票可以在网上?到。,B,0,B
0677,awful,形容?,ひどい,糟?的；可怕的,an awful mistake,I made an awful mistake.,私はひどい間違いをしました。,我犯了一个?重??。,B,0,B
0678,basic,形容?,基本的な,基本的,basic human rights,Basic human rights are important.,基本的人権は重要です。,基本人?很重要。,B,0,B
0679,charming,形容?,魅力的な,有魅力的,a charming smile,She has a charming smile.,彼女には魅力的な笑顔があります。,?有迷人的笑容。,B,0,B
0680,cheerful,形容?,陽気な；元気の良い,?朗的；愉快的,a cheerful person,He is always cheerful in the morning.,彼は朝いつも陽気です。,他早上?是很?朗。,B,0,B
0681,colored,形容?,色つきの,彩色的；有?色的,a colored dress,She wore a brightly colored dress.,彼女は色鮮やかなドレスを着ていました。,?穿着一件色彩??的?衣裙。,B,0,B
0682,constant,形容?,一定の；不変の,固定的；持?的,constant noise,The machine makes a constant noise.,その機械は一定の音を出します。,?台机器?出持?的噪音。,B,0,B
0683,dead,形容?,死んだ,死的,a dead plant,The plant is dead because it had no water.,その植物は水がなくて枯れています。,那株植物因?没有水而枯死了。,B,0,B
0684,delicate,形容?,取り扱いの難しい；繊細な,微妙的；精致的,a delicate matter,This is a delicate matter.,これは取り扱いの難しい問題です。,?是一个棘手的??。,B,0,B
0685,delighted,形容?,喜んで,高?的,be delighted with,We were delighted with the result.,私たちはその結果に喜びました。,我???果感到高?。,B,0,B
0686,dependent,形容?,依存している；頼っている,依?的,be dependent on,Children are often dependent on their parents.,子どもはしばしば親に依存しています。,孩子常常依?父母。,B,0,B
0687,dramatic,形容?,劇的な,??性的；巨大的,a dramatic change,There was a dramatic change in the weather.,天気に劇的な変化がありました。,天气?生了巨大?化。,B,0,B
0688,electronic,形容?,電子の,?子的,electronic device,I bought a new electronic device.,私は新しい電子機器を買いました。,我?了一个新的?子??。,B,0,B
0689,fat,形容?,太った；厚い,胖的；厚的,a fat cat,A fat cat slept on the sofa.,太った猫がソファで寝ていました。,一只胖猫睡在沙?上。,B,0,B
0690,female,形容?,雌の；女性の,雌性的；女性的,a female doctor,A female doctor examined the patient.,女性医師が患者を診察しました。,一位女医生?病人做了??。,B,0,B
0691,flat,形容?,平らな；空気の抜けた,平坦的；没气的,flat ground,We played soccer on flat ground.,私たちは平らな地面でサッカーをしました。,我?在平地上?足球。,B,0,B
0692,fresh,形容?,新鮮な；真新しい,新?的,fresh vegetables,This shop sells fresh vegetables.,この店は新鮮な野菜を売っています。,?家店?新?蔬菜。,B,0,B
0693,frightening,形容?,恐ろしい；ぎょっとするような,可怕的,a frightening experience,It was a frightening experience.,それは恐ろしい経験でした。,那是一次可怕的??。,B,0,B
0694,full-time,形容?,常勤の；専任の,全?的,a full-time employee,She works as a full-time employee.,彼女は常勤の従業員として働いています。,?作?全??工工作。,B,0,B
0695,handsome,形容?,ハンサムな；端正な,英俊的,a handsome man,He is a handsome young man.,彼はハンサムな若者です。,他是一个英俊的年?人。,B,0,B
0696,helpful,形容?,助けになる；有用な,有?助的；有用的,be helpful to,Your advice was very helpful.,あなたの助言はとても役に立ちました。,?的建?很有?助。,B,0,B
0697,historical,形容?,歴史上の；歴史の,?史的,historical buildings,Kyoto has many historical buildings.,京都には多くの歴史的建造物があります。,京都有?多?史建筑。,B,0,B
0698,anyway,副?,とにかく,?之；无?如何,thanks anyway,Thanks anyway.,とにかくありがとう。,?之???。,B,0,B
0699,environmentally,副?,環境の点で,从?境角度,think environmentally,We should think environmentally.,私たちは環境の点で考えるべきです。,我???从?保角度思考。,B,0,B
0700,especially,副?,特に；とりわけ,尤其；特?,especially in summer,This park is crowded especially in summer.,この公園は特に夏に混雑します。,?个公?尤其在夏天很??。,B,0,B
0701,fairly,副?,まあまあ；公正に,相当；公平地,fairly well,I know him fairly well.,私は彼をまあまあよく知っています。,我相当了解他。,B,0,B
0702,perhaps,副?,もしかすると,也?；可能,perhaps,Perhaps he is right.,もしかすると彼は正しいかもしれません。,也?他是?的。,B,0,B
0703,widely,副?,広く；広範囲に,广泛地,be widely known,This story is widely known.,この話は広く知られています。,?个故事广?人知。,B,0,B
0704,eventually,副?,結局は,最?,eventually,He eventually found his keys.,彼は結局鍵を見つけました。,他最?找到了?匙。,B,0,B
0705,exactly,副?,正確に；まさに,准?地；正是,exactly three,The train arrived at exactly three.,電車はちょうど3時に到着しました。,??正好三点到?。,B,0,B
0706,further,副?,もっと遠くに；さらに,更?；?一?,discuss further,We need to discuss this further.,私たちはこれをさらに話し合う必要があります。,我?需要?一????件事。,B,0,B
0707,generally,副?,一般的に,一般来?,generally speaking,"Generally speaking, children learn quickly.",一般的に言って、子どもは早く学びます。,一般来?，孩子学得很快。,B,0,B
0708,greatly,副?,非常に；大いに,大大地；非常,be greatly surprised,I was greatly surprised by the news.,私はその知らせに非常に驚きました。,我??个消息非常??。,B,0,B
0709,naturally,副?,自然に；当然,自然地；当然,behave naturally,She smiled naturally.,彼女は自然にほほ笑みました。,?自然地微笑了。,B,0,B
0710,nowadays,副?,今日では；近ごろは,如今；近来,nowadays,"Nowadays, many people use smartphones.",今日では多くの人がスマートフォンを使っています。,如今?多人使用智能手机。,B,0,B
0711,originally,副?,最初は；もともと,原本；最初,originally planned,The building was originally a school.,その建物はもともと学校でした。,那?建筑原本是一所学校。,B,0,B
0712,otherwise,副?,その他の点では；そうでなければ,否?；在其他方面,otherwise,"Hurry up; otherwise, you will miss the bus.",急ぎなさい。そうでなければバスに乗り遅れます。,快点，否??会??公交?。,B,0,B
0713,rapidly,副?,急速に；速く,迅速地,grow rapidly,The city is growing rapidly.,その都市は急速に成長しています。,?座城市正在迅速?展。,B,0,B
0714,seldom,副?,めったに?ない,很少；?得,seldom,We seldom eat out.,私たちはめったに外食しません。,我?很少外出吃?。,B,0,B
0715,somewhere,副?,どこかに；どこかで,在某?,somewhere,I left my umbrella somewhere.,私はどこかに傘を置いてきました。,我把?落在某个地方了。,B,0,B
0716,unfortunately,副?,残念ながら；不運にも,不幸地；?憾地,unfortunately,"Unfortunately, the event was canceled.",残念ながら、その行事は中止されました。,?憾的是，活?被取消了。,B,0,B
0717,abroad,副?,海外へ；海外に,到国外；在国外,study abroad,She wants to study abroad next year.,彼女は来年海外で勉強したいと思っています。,?想明年去国外学?。,B,0,B
0718,apart,副?,離れて；別々に,分?地；相隔,far apart,The twins live far apart now.,その双子は今、離れて暮らしています。,那?双胞胎?在住得很?。,B,0,B
0719,apparently,副?,聞いたところでは；明らかに,看来；?然,apparently,"Apparently, he missed the train.",どうやら彼は電車に乗り遅れたようです。,看来他??了??。,B,0,B
0720,besides,副?,その上；さらに,而且；此外,besides,"Besides, it is too expensive.",その上、それは高すぎます。,而且它太?了。,B,0,B
0721,downstairs,副?,階下へ；階下で,到楼下；在楼下,go downstairs,Please go downstairs quietly.,静かに階下へ行ってください。,?安静地下楼。,B,0,B
0722,equally,副?,同程度に；等しく,同?地；平等地,equally important,Both plans are equally important.,どちらの計画も同じくらい重要です。,?个??同?重要。,B,0,B
0723,forever,副?,永久に,永?,live forever,I will remember this day forever.,私はこの日を永遠に覚えているでしょう。,我会永??住?一天。,B,0,B
0724,fortunately,副?,幸運にも,幸?地,fortunately,"Fortunately, nobody was hurt.",幸運にも、誰もけがをしませんでした。,幸?的是，没有人受?。,B,0,B
0725,frankly,副?,率直に；正直に,坦率地,frankly speaking,"Frankly speaking, I disagree.",率直に言って、私は反対です。,坦率地?，我不同意。,B,0,B
0726,whenever,??,?するときはいつでも,?当；无?何?,whenever,Call me whenever you need help.,助けが必要なときはいつでも電話してください。,?需要?助?随??我打??。,B,0,B
0727,unless,??,?でない限り,除非；如果不,unless,You cannot go out unless you finish your homework.,宿題を終えない限り、外出できません。,除非?完成作?，否?不能出去。,B,0,B
0728,whether,??,?かどうか,是否,whether,I don't know whether he will come.,彼が来るかどうか分かりません。,我不知道他是否会来。,B,0,B
0729,wherever,??,どこへでも；どこででも,无??里,wherever,You may sit wherever you like.,好きな所に座ってよいです。,?可以坐在任何?喜?的地方。,B,0,B
0730,except,介?,?を除いては,除了,except for,Everyone except Tom was invited.,トム以外はみんな招待されました。,除了Tom，大家都被邀?了。,B,0,B
0731,till,介?,?まで,直到,till sunset,We worked till sunset.,私たちは日没まで働きました。,我?一直工作到日落。,B,0,B
0732,beyond,介?,?を越えて；?の向こうに,超?；在……的那?,beyond expectations,The result was beyond our expectations.,その結果は私たちの予想を超えていました。,?果超出了我?的?期。,B,0,B
0733,despite,介?,?にもかかわらず,尽管；?然,despite the rain,"Despite the rain, we played soccer.",雨にもかかわらず、私たちはサッカーをしました。,尽管下雨，我??是?了足球。,B,0,B
0734,toward,介?,?の方へ,朝向；向,toward the door,The dog ran toward the door.,犬はドアの方へ走りました。,狗朝??去。,B,0,B
0735,none,代?,誰も?ない；何も?ない,没有一个；没有任何,none of,None of the students were late.,生徒は誰も遅刻しませんでした。,没有一个学生?到。,B,0,B
1086,as well as B,熟?,BはもちろんのことAも,不但……而且……；以及,as well as,I like classical music as well as jazz.,,我不但喜?爵士?，也喜?古典音?。,A,0,
1087,a couple of,熟?,"2,3の?",?三个；几个,a couple of weeks,I'm going to stay in Oxford for a couple of weeks.,,我打算在牛津待?三周。,A,0,
1088,a number of,熟?,いくつかの?,一些；?多,a number of planets,"Some stars are, like our sun, circled by a number of planets.",,有些恒星像太?一?，被数个行星??。,A,0,
1089,a variety of,熟?,さまざまな?,各?各?的,a variety of problems,The packaging used by supermarkets creates a variety of environmental problems.,,超市使用的包装造成了各??境??。,A,0,
1090,according to,熟?,?によれば,根据；按照,according to this magazine,"According to this magazine, the actress is going to marry a jazz musician.",,根据?本?志，那位女演?将与一位爵士音?家?婚。,A,0,
1091,after a while,熟?,しばらくして,?了一会儿,after a while,"After a while, people lost interest in the scandal.",,?了一?子，人??那?丑?失去了?趣。,A,0,
1092,all the way,熟?,はるばる,一路；?道而来,all the way from,Bill came all the way from Florida.,,比??道从佛?里?赶来。,A,0,
1093,along with,熟?,?と一緒に,和……一起,along with food and water,They sent us a lot of medicine along with food and water.,,他?把大量?品和食物、水一起送来了。,A,0,
1094,apply for,熟?,?に応募する,申?,apply for a job,He applied for a job to pick apples on a farm in Aomori.,,他申?了青森??采苹果的工作。,A,0,
1095,as a result of,熟?,?の結果として,由于；作?……?果,as a result of,"As a result of new developments in telephone communication technology, the cost of calls will be reduced.",,由于通信技?的?展，通??用将降低。,A,0,
1096,as ~ as possible,熟?,できるだけ?,尽可能……,as soon as possible,Please write me back as soon as possible.,,?尽快?我回信。,A,0,
1097,as if [though],熟?,まるで…のように,?佛；好像,as if it were,"Brent is an American, but he speaks Japanese as if it were his mother tongue.",,Brent 是美国人，但他?日?就像母?一?。,A,0,
1098,as usual,熟?,いつものように,像往常一?,as usual,Tom found it impossible to ask Kate for a favor as usual.,,Tom ??无法像平?一??求 Kate ?忙。,A,0,
1099,ask for,熟?,?を求める,?求；要求,ask for a second opinion,You should ask for a second opinion.,,???征求第二意?。,A,0,
